date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2016-11-30,MarianaIQ,Tech,AI-driven B2B marketing platform,Bengaluru,Exfinity Venture Partners,Private Equity,16.5,2016,11,4,2016-11,10-50Cr,1
2016-11-30,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed,1.7985,2016,11,4,2016-11,1-10Cr,1
2016-11-30,Interviewpad,Tech,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed,0.825,2016,11,4,2016-11,<1Cr,1
2016-11-30,Math Buddy,Consumer Tech,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed,3.63,2016,11,4,2016-11,1-10Cr,1
2016-11-30,Pulse,Consumer Tech,Campus Social Networking App,Bengaluru,SAIF Partners,Private Equity,4.125,2016,11,4,2016-11,1-10Cr,1
2016-11-30,MonkeyBox,Consumer Tech,Healthy Food Delivery platform,Bengaluru,Blume Ventures & Others,Seed,0.0,2016,11,4,2016-11,,1
2016-11-30,Carcrew.in,Consumer Tech,Online Car repair Marketplace,Mumbai,TVS Group,Seed,4.125,2016,11,4,2016-11,1-10Cr,1
2016-03-10,MeraKisan,eCommerce,Fruit & vegetable eTailer,Bengaluru,Mahindra Univeg,Seed,0.0,2016,3,1,2016-03,,1
2016-03-10,Mystifly,Consumer Tech,Airline Ticket Aggregator,Bengaluru,Recruit Holdings,Private Equity,41.25,2016,3,1,2016-03,10-50Cr,1
2016-03-10,HelpChat,Consumer Tech,AI Powered Content & Commerce platform,Bengaluru,"American Express Ventures, Sequoia Capital",Private Equity,0.0,2016,3,1,2016-03,,2
2016-03-10,Uniphore,Tech,Speech Recognition Solutions,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,16.5,2016,3,1,2016-03,10-50Cr,3
2016-03-10,World Art Community,eCommerce,Art & Craft Marketplace,Gurugram,Viraj Tyagi & Others,Seed,1.65,2016,3,1,2016-03,1-10Cr,1
2016-04-10,Giftxoxo,eCommerce,Online Gifting platform,Bengaluru,Mahindra Holidays & Resorts India Ltd,Private Equity,3.7125,2016,4,2,2016-04,1-10Cr,1
2016-04-10,Bharat Bazaar,eCommerce,Online B2B Marketplace,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed,0.0,2016,4,2,2016-04,,4
2016-04-10,GOQii,Consumer Tech,Health & Fitness Wearable Device,Mumbai,Ratan Tata,Private Equity,0.0,2016,4,2,2016-04,,1
2016-04-10,India Gifts Portal,eCommerce,Online Gifting platform,Noida,"Naveen Arya, Tarun Joshi",Private Equity,16.5,2016,4,2,2016-04,10-50Cr,2
2016-04-10,Moglix,eCommerce,Industrial & Home products marketplace,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,34.65,2016,4,2,2016-04,10-50Cr,3
2016-04-10,NetLinx,Consumer Tech,Internet Service Provider,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,24.75,2016,4,2,2016-04,10-50Cr,2
2016-04-10,Scandid,Consumer Tech,Product Shopping Comparison App,Pune,3One4 Capital,Private Equity,0.0,2016,4,2,2016-04,,1
2016-04-10,Remitr,Consumer Tech,Foreign Currency Payments Platform,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed,8.25,2016,4,2,2016-04,1-10Cr,6
2016-04-10,InnerChef,Consumer Tech,Online food ordering platform,Gurugram,"Mistletoe, M&S Partners",Private Equity,20.625,2016,4,2,2016-04,10-50Cr,2
2016-04-10,AppsDaily,Consumer Tech,"Mobile Phone Theft, Damage Protection platform",Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,30.9375,2016,4,2,2016-04,10-50Cr,5
2016-05-10,MuhurtMaza,Consumer Tech,Online Puja Booking Service,Pune,Undisclosed Investor,Seed,0.0,2016,5,2,2016-05,,1
2016-05-10,Azuro,Consumer Tech,Rental Property Finder platform,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,0.0,2016,5,2,2016-05,,3
2016-05-10,NeuroSynaptic,Tech,Remote Healthcare Delivery Solutions,Bengaluru,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,0.0,2016,5,2,2016-05,,3
2016-05-10,UE LifeSciences,Tech,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,9.9,2016,5,2,2016-05,1-10Cr,2
2016-06-10,FindmeaShoe,Consumer Tech,Footwear Recommendation App,Bengaluru,Ventureast Fund Advisors,Seed,0.0,2016,6,2,2016-06,,1
2016-06-10,RealBox,Tech,Data Sciences Platform,Noida,Hyderabad Angels,Seed,2.475,2016,6,2,2016-06,1-10Cr,1
2016-06-10,Sportido,Consumer Tech,Sports Discovery platform,Noida,Sumpoorna Group,Seed,0.0,2016,6,2,2016-06,,1
2016-06-10,GoZefo,eCommerce,Used Furniture & Appliances Marketplace,Bengaluru,"Helion Venture Partners, BeeNext",Private Equity,8.6625,2016,6,2,2016-06,1-10Cr,2
2016-07-10,RayIOT,Tech,Baby Monitoring Devices manufacturer,Bengaluru,HAX Accelerator,Seed,0.825,2016,7,3,2016-07,<1Cr,1
2016-07-10,KOOH Sports,Tech,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,18.15,2016,7,3,2016-07,10-50Cr,3
2016-07-10,Flexiloans,Consumer Tech,Online Funds Raising Platform,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,123.75,2016,7,3,2016-07,100-500Cr,4
2016-07-10,Sibia Analytics,Tech,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed,0.0,2016,7,3,2016-07,,1
2016-10-10,Vithi.com,eCommerce,Online Hair Extension etailer,Delhi,undisclosed investor,Seed,3.09375,2016,10,4,2016-10,1-10Cr,1
2016-11-10,Yupp TV,Consumer Tech,Internet-based TV streaming service provider,Bengaluru,Emerald Media,Private Equity,412.5,2016,11,4,2016-11,100-500Cr,1
2016-11-10,Deyor Camps,Consumer Tech,Branded Camping location Aggregator,Gurugram,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed,4.125,2016,11,4,2016-11,1-10Cr,5
2016-12-10,ZipLoan,Consumer Tech,online lending platform,Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed,0.0,2016,12,4,2016-12,,4
2016-10-13,FabAlley,eCommerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,16.5,2016,10,4,2016-10,10-50Cr,5
2016-10-13,Shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed,0.0,2016,10,4,2016-10,,1
2016-10-13,Maya,Consumer Tech,Womens Health Tracker App,Bengaluru,Rajan Anandan,Seed,0.0,2016,10,4,2016-10,,1
2016-10-13,RoboVac,Tech,waterless car washing solution,Ahmedabad,Virendra Patel,Seed,3.7125,2016,10,4,2016-10,1-10Cr,1
2016-10-14,Newspatrolling,Consumer Tech,Online News portal,Delhi,Undisclosed,Seed,0.20625,2016,10,4,2016-10,<1Cr,1
2016-10-14,Postman,Consumer Tech,API Platform,Bengaluru,Nexus Venture Partners,Private Equity,57.75,2016,10,4,2016-10,50-100Cr,1
2016-10-14,ISFC,Unknown,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,49.5,2016,10,4,2016-10,10-50Cr,1
2016-10-14,BeatRoute,Tech,SAAS based mobile application platform,Gurugram,Quarizon Consultancy Services LLP,Seed,0.0,2016,10,4,2016-10,,1
2016-10-14,Kidsstoppress,Consumer Tech,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed,0.0,2016,10,4,2016-10,,1
2016-10-14,Innov8,Consumer Tech,Co-Working Spaces aggregator,Bengaluru,Punit Soni,Seed,0.0,2016,10,4,2016-10,,1
2016-10-15,DailyHunt,Consumer Tech,Vernacular content mobile app,Bengaluru,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,206.25,2016,10,4,2016-10,100-500Cr,6
2016-10-15,Tazzo Bikes,Consumer Tech,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed,1.87275,2016,10,4,2016-10,1-10Cr,1
2016-10-15,MyKindofJob,Consumer Tech,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed,8.25,2016,10,4,2016-10,1-10Cr,2
2016-10-17,Trilyo,Tech,B2B SAAS based product,Bengaluru,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed,0.0,2016,10,4,2016-10,,3
2016-10-17,Rooter,Consumer Tech,Sports Social Network mobile app,Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed,0.0,2016,10,4,2016-10,,3
2016-10-17,Yumigo,Consumer Tech,App based Travel Discovery and Transactions platform,Gurugram,Hemant Sahni,Seed,2.475,2016,10,4,2016-10,1-10Cr,1
2016-10-17,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,132.0,2016,10,4,2016-10,100-500Cr,1
2016-10-18,3Dexter,Tech,3D Printing Solutions for Edu space,Delhi,Newbie Promoters,Seed,1.2375,2016,10,4,2016-10,1-10Cr,1
2016-10-18,BabyChakra,Consumer Tech,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,0.0,2016,10,4,2016-10,,1
2016-10-18,Coppre,eCommerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed,0.0,2016,10,4,2016-10,,1
2016-10-18,MySUN,Tech,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,20.625,2016,10,4,2016-10,10-50Cr,1
2016-10-18,ePathsala,Tech,Cloud based ERP for Accreditation & ICT,Bengaluru,"Hyderabad Angels, TLabs",Seed,0.0,2016,10,4,2016-10,,2
2016-10-19,Furlenco,Consumer Tech,Online Furniture Rental platform,Bengaluru,"Lightbox Ventures, Axis Capital & Others",Private Equity,247.5,2016,10,4,2016-10,100-500Cr,2
2016-10-19,Fisdom,Consumer Tech,Personal Wealth Management Platform & App,Bengaluru,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,9.075,2016,10,4,2016-10,1-10Cr,3
2016-10-19,Actofit,Tech,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,6.1875,2016,10,4,2016-10,1-10Cr,1
2016-10-20,Stayology,Consumer Tech,Stay & Travel related services,Bengaluru,Ranjan Pai,Seed,0.0,2016,10,4,2016-10,,1
2016-10-20,Hipcask,Consumer Tech,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed,0.0,2016,10,4,2016-10,,1
2016-10-20,RailYatri,Consumer Tech,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,0.0,2016,10,4,2016-10,,2
2016-10-21,ChatOnGo,Consumer Tech,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed,2.475,2016,10,4,2016-10,1-10Cr,1
2016-10-23,WOTU,eCommerce,B2B Marketplace for traders,Bengaluru,KAE capital,Seed,0.0,2016,10,4,2016-10,,1
2016-10-24,Healthians,Consumer Tech,Health Test Discovery & Ordering service,Gurugram,BEENEXT,Private Equity,24.75,2016,10,4,2016-10,10-50Cr,1
2016-10-24,Box8,Consumer Tech,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,61.875,2016,10,4,2016-10,50-100Cr,2
2016-10-25,Kredx,eCommerce,Invoice discounting marketplace,Bengaluru,Sequoia Capital,Private Equity,49.5,2016,10,4,2016-10,10-50Cr,1
2016-10-25,CreditMate,Consumer Tech,Credit Report Info platform,Mumbai,India Quotient,Seed,4.125,2016,10,4,2016-10,1-10Cr,1
2016-10-25,Pickrr,Tech,Courier Logistics & Order management Solutions,Delhi,Swastika Company Ltd,Seed,0.0,2016,10,4,2016-10,,1
2016-10-25,SatvaKart,eCommerce,Online Grocery Etailer,Gurugram,Nimit Panigrahi,Seed,0.0,2016,10,4,2016-10,,1
2016-10-25,SooperMO,Tech,Android utility app suite creator,Gurugram,Lalit Vase,Seed,0.825,2016,10,4,2016-10,<1Cr,1
2016-10-26,OrangeTwig,Consumer Tech,Social Media Marketing platform,Delhi,Undisclosed investor,Seed,8.25,2016,10,4,2016-10,1-10Cr,1
2016-10-26,Wooplr,Consumer Tech,Fashion Discovery App,Bengaluru,"Astarc Ventures, Anand Chandrasekaran",Seed,0.0,2016,10,4,2016-10,,2
2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,8.25,2016,10,4,2016-10,1-10Cr,2
2016-10-27,Idea Bubbles,Consumer Tech,Doctor Consulting platform,Bengaluru,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,5.775,2016,10,4,2016-10,1-10Cr,3
2016-10-27,FR8,Tech,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,8.01075,2016,10,4,2016-10,1-10Cr,1
2016-10-27,Ather Energy,Tech,Electric Vehicle Manufacturer,Bengaluru,Hero MotoCorp,Private Equity,222.75,2016,10,4,2016-10,100-500Cr,1
2016-10-28,Pikkol,Logistics,Relocation Service provider,Bengaluru,"Ajay Nanavati, Afsal Salu",Seed,0.0,2016,10,4,2016-10,,2
2016-10-29,Velmenni,Tech,LiFi based wireless communication provider,Delhi,Kalaari Capital,Seed,0.825,2016,10,4,2016-10,<1Cr,1
2016-10-29,Volta Motors,Tech,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed,0.825,2016,10,4,2016-10,<1Cr,1
2016-10-29,Cyclops,Tech,Clinical and Wearable Diagnostic Product creator,Bengaluru,Kalaari Capital,Seed,0.825,2016,10,4,2016-10,<1Cr,1
2016-10-30,Impact Analytics,Tech,Business intelligence and data science Startup,Bengaluru,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,6.1875,2016,10,4,2016-10,1-10Cr,3
2016-10-31,Talent Next,Consumer Tech,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed,8.25,2016,10,4,2016-10,1-10Cr,1
2016-01-09,Mad Street Den,Tech,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,0.0,2016,1,1,2016-01,,4
2016-01-09,Mihup,Tech,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,55.275,2016,1,1,2016-01,50-100Cr,1
2016-01-09,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed,0.0,2016,1,1,2016-01,,1
2016-01-09,Lucideus,Tech,IT Risk Assessment and Digital Security Services provider.,Delhi,Amit Choudhary,Seed,0.0,2016,1,1,2016-01,,1
2016-04-09,Trackbizz,Tech,Field Force Automation System,Kochi,Grasshoppers,Private Equity,0.0,2016,4,2,2016-04,,1
2016-05-09,Social Quotient,Tech,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed,0.0,2016,5,2,2016-05,,3
2016-05-09,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,Delhi,William Bissel,Seed,0.0,2016,5,2,2016-05,,1
2016-06-09,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,11.1375,2016,6,2,2016-06,10-50Cr,2
2016-06-09,CheersOye!,Consumer Tech,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed,4.125,2016,6,2,2016-06,1-10Cr,1
2016-06-09,Lenskart,eCommerce,Online Eyewear eTailer,Delhi,PremjiInvest,Private Equity,0.0,2016,6,2,2016-06,,1
2016-06-09,BigStylist,Consumer Tech,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,7.425,2016,6,2,2016-06,1-10Cr,1
2016-07-09,Zilingo,eCommerce,Online Fashion Retailer,Bengaluru,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,66.0,2016,7,3,2016-07,50-100Cr,6
2016-07-09,Alternacare,Consumer Tech,Online Doctor Consulting platform,Delhi,Eros Labs,Seed,4.125,2016,7,3,2016-07,1-10Cr,1
2016-07-09,Simplilearn,EdTech,Online Certification programs,Bengaluru,InnoVen Capital India,Private Equity,49.5,2016,7,3,2016-07,10-50Cr,1
2016-07-09,Prozo,eCommerce,Study Material Marketplace,Gurugram,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed,2.59875,2016,7,3,2016-07,1-10Cr,3
2016-08-09,TopRankers,EdTech,Online Test Preparation platform,Bengaluru,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed,5.5275,2016,8,3,2016-08,1-10Cr,3
2016-08-09,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bengaluru,Idein Ventures,Seed,1.65,2016,8,3,2016-08,1-10Cr,1
2016-09-09,Byju\\\s,EdTech,Online Learning App,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,412.5,2016,9,3,2016-09,100-500Cr,5
2016-09-09,NoBroker,Consumer Tech,Online Home Rental platform,Bengaluru,Anand Chandrasekaran,Seed,0.0,2016,9,3,2016-09,,1
2016-10-09,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed,0.0,2016,10,4,2016-10,,1
2016-10-09,CureInstant,Consumer Tech,Social Health Networking Platform,Delhi,Dr. Rameshwar Kumar,Seed,1.2375,2016,10,4,2016-10,1-10Cr,1
2016-10-09,Poshtic,Consumer Tech,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed,3.7125,2016,10,4,2016-10,1-10Cr,2
2016-10-09,KarmaCircles,Consumer Tech,Peer-to-peer Social Learning platform,Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed,0.0,2016,10,4,2016-10,,6
2016-12-09,Purple Style Labs,Consumer Tech,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed,3.696,2016,12,4,2016-12,1-10Cr,5
2016-12-09,Inuxu,Tech,Online Advertising Solutions,Pune,Fork Media,Private Equity,24.75,2016,12,4,2016-12,10-50Cr,1
2016-12-09,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,101.475,2016,12,4,2016-12,100-500Cr,2
2016-12-09,Glam Studios,Consumer Tech,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed,2.475,2016,12,4,2016-12,1-10Cr,4
2016-09-13,Findow,Consumer Tech,Fashion Discovery Mobile app,Bengaluru,Raj Singh Bhandal,Seed,0.0,2016,9,3,2016-09,,1
2016-09-13,IdeaChakki,Consumer Tech,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed,0.0,2016,9,3,2016-09,,1
2016-09-13,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed,0.0,2016,9,3,2016-09,,1
2016-09-13,NearBuy,Consumer Tech,Online Deals & Discount platform,Gurugram,BlackSoil Capital Pvt. Ltd.,Private Equity,20.625,2016,9,3,2016-09,10-50Cr,1
2016-09-14,ZeroInfy,Consumer Tech,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed,0.0,2016,9,3,2016-09,,1
2016-09-14,Flocareer,Consumer Tech,Jobs & Skill Validation platform,Bengaluru,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed,1.2375,2016,9,3,2016-09,1-10Cr,2
2016-09-14,LensPick,eCommerce,eyewear eTailer,Bengaluru,Scadea Solutions Inc,Private Equity,0.0,2016,9,3,2016-09,,1
2016-09-15,infeedo,Consumer Tech,Employee engagement platform,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed,1.65,2016,9,3,2016-09,1-10Cr,8
2016-09-15,Furlenco,eCommerce,Online furniture rental startup,Bengaluru,Lightbox Ventures and others,Private Equity,41.25,2016,9,3,2016-09,10-50Cr,1
2016-09-15,GoPigeon,Consumer Tech,on-demand logistics service provider,Bengaluru,Nexus Venture Partners,Private Equity,12.375,2016,9,3,2016-09,10-50Cr,1
2016-09-16,NewsDistill,Consumer Tech,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed,0.825,2016,9,3,2016-09,<1Cr,3
2016-09-16,DoctorInsta,Consumer Tech,Online Doctor Consultations,Gurugram,RoundGlass Partners,Private Equity,8.25,2016,9,3,2016-09,1-10Cr,1
2016-09-19,Milofy,Consumer Tech,Couple Socialization App,Bengaluru,Accel Partners,Seed,6.1875,2016,9,3,2016-09,1-10Cr,1
2016-09-19,Liqvid,Tech,Integrated eLearning content solutions,Delhi,Gray Matters Capital,Private Equity,0.0,2016,9,3,2016-09,,1
2016-09-19,Swiggy,Consumer Tech,Online Food Ordering & Delivery,Bengaluru,Bessemer Venture Partners,Private Equity,123.75,2016,9,3,2016-09,100-500Cr,1
2016-09-20,Codemojo,Consumer Tech,Customer Engagement Platform,Bengaluru,CIO Angel Network,Seed,0.0,2016,9,3,2016-09,,1
2016-09-20,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed,4.125,2016,9,3,2016-09,1-10Cr,1
2016-09-20,JoeHukum,Tech,Enterprise customer engagement solutions,Delhi,Sumit Jain,Seed,0.0,2016,9,3,2016-09,,1
2016-09-21,Co Life,Consumer Tech,shared living and working spaces platform,Bengaluru,Undisclosed Investors,Seed,8.25,2016,9,3,2016-09,1-10Cr,1
2016-09-21,PurpleDocs,Consumer Tech,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed,0.0,2016,9,3,2016-09,,2
2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,258.225,2016,9,3,2016-09,100-500Cr,4
2016-09-21,eQuickies,eCommerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed,2.4585,2016,9,3,2016-09,1-10Cr,1
2016-09-21,Khel Now,Consumer Tech,Mobile-based social networking platform,Delhi,Anglian Omega Network,Seed,2.8875,2016,9,3,2016-09,1-10Cr,1
2016-09-22,Gadgetwood,Consumer Tech,On-Demand Gadget repair services platform,Delhi,Carpediem Capital,Private Equity,49.5,2016,9,3,2016-09,10-50Cr,1
2016-09-22,DailyRounds,Consumer Tech,Mobile App for Doctors,Bengaluru,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,0.0,2016,9,3,2016-09,,4
2016-09-22,Flixy Games,Tech,Mobile Game Publisher for Indian audience,Bengaluru,Rebright Partners,Seed,3.50625,2016,9,3,2016-09,1-10Cr,1
2016-09-22,HashTaag,Tech,Mobile App Development company,Bengaluru,Undisclosed investors,Seed,8.25,2016,9,3,2016-09,1-10Cr,1
2016-09-22,PharmaRack,Tech,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,6.14625,2016,9,3,2016-09,1-10Cr,2
2016-09-23,\\CloudCherry,Tech,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,49.5,2016,9,3,2016-09,10-50Cr,3
2016-09-23,Parentlane,Consumer Tech,Social Platform for babycare and parenting,Bengaluru,Rohit MA,Seed,0.0,2016,9,3,2016-09,,1
2016-09-23,First Moms Club,Consumer Tech,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed,0.0,2016,9,3,2016-09,,1
2016-09-23,inMotion,Tech,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed,0.0,2016,9,3,2016-09,,6
2016-09-26,Let's Barter,Consumer Tech,Goods & Services Barter Platform,Delhi,Scale Ventures Funds,Seed,0.0,2016,9,3,2016-09,,1
2016-09-26,EvenGini,Consumer Tech,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,0.0,2016,9,3,2016-09,,1
2016-09-27,TinyStep,Consumer Tech,Parenting Network Platform,Bengaluru,Flipkart Logistics Pvt. Ltd,Private Equity,13.035,2016,9,3,2016-09,10-50Cr,1
2016-09-27,Canvs,Consumer Tech,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed,0.0,2016,9,3,2016-09,,1
2016-09-28,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed,4.125,2016,9,3,2016-09,1-10Cr,1
2016-09-28,Instacar,Consumer Tech,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed,8.25,2016,9,3,2016-09,1-10Cr,1
2016-09-28,Celes Care,Consumer Tech,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed,8.25,2016,9,3,2016-09,1-10Cr,1
2016-09-28,Druva,Tech,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,420.75,2016,9,3,2016-09,100-500Cr,4
2016-09-29,Promon,eCommerce,Local Commerce Platform,Delhi,Now Capital,Seed,1.485,2016,9,3,2016-09,1-10Cr,1
2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed,0.0,2016,9,3,2016-09,,4
2016-09-29,Unocoin,Consumer Tech,Bitcoin Wallet,Bengaluru,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,12.375,2016,9,3,2016-09,10-50Cr,6
2016-09-30,Demyto,Consumer Tech,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed,0.0,2016,9,3,2016-09,,1
2016-09-30,Zeta,Tech,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,156.75,2016,9,3,2016-09,100-500Cr,1
2016-09-30,Kalaage,Consumer Tech,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed,0.0,2016,9,3,2016-09,,1
2016-01-08,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurugram,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,99.0,2016,1,1,2016-01,50-100Cr,3
2016-01-08,Medinfi,Consumer Tech,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed,1.65,2016,1,1,2016-01,1-10Cr,2
2016-01-08,RepairEasy,Consumer Tech,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed,2.26875,2016,1,1,2016-01,1-10Cr,1
2016-01-08,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,InnoVen Capital,Private Equity,24.75,2016,1,1,2016-01,10-50Cr,1
2016-01-08,Tokri,Consumer Tech,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,20.625,2016,1,1,2016-01,10-50Cr,1
