date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2016-02-08,Sheroes,Consumer Tech,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,14.85,2016,2,1,2016-02,10-50Cr,4
2016-02-08,Daily Ninja,Consumer Tech,Hyperlocal daily needs Products delivery platform,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed,0.0,2016,2,1,2016-02,,7
2016-02-08,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed,8.25,2016,2,1,2016-02,1-10Cr,6
2016-03-08,Xcode,Health,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,0.0,2016,3,1,2016-03,,1
2016-03-08,ExtraCarbon,Consumer Tech,Waste Recycle Management platform,Gurugram,Brand Capital,Seed,1.85625,2016,3,1,2016-03,1-10Cr,1
2016-03-08,FlickBay,Consumer Tech,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed,7.3425,2016,3,1,2016-03,1-10Cr,1
2016-04-08,Petoo,Consumer Tech,Food Delivery Platform,Bengaluru,Existing Investors,Seed,4.125,2016,4,2,2016-04,1-10Cr,1
2016-04-08,lehlehsports,Others,Sports Arena discovery,Delhi,Anglian Omega Network,Seed,0.0,2016,4,2,2016-04,,1
2016-05-08,Tricog,Health,Healthcare Analytics Platform,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,0.0,2016,5,2,2016-05,,2
2016-06-08,VST Travels,Tech,Travel Ticket Booking Software,Kerala,Promatus Group,Seed,0.22275,2016,6,2,2016-06,<1Cr,1
2016-08-08,AdPushUp,Tech,Ad optimization Platform,Delhi,"Geniee, Inc, Purvi Capital",Private Equity,0.0,2016,8,3,2016-08,,3
2016-08-08,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed,0.33,2016,8,3,2016-08,<1Cr,1
2016-08-08,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurugram,Undisclosed Investors,Seed,3.67125,2016,8,3,2016-08,1-10Cr,1
2016-08-08,Zipgrid,Consumer Tech,Community services platform,Mumbai,1Crowd (through crowd funding),Seed,1.65,2016,8,3,2016-08,1-10Cr,1
2016-09-08,MobiDent,Health,Dental Protection Solution,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed,0.0,2016,9,3,2016-09,,1
2016-09-08,Zeolr/RespirON,Tech,Healthcare related IoT platform,Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed,0.0,2016,9,3,2016-09,,1
2016-10-08,Vebbler,Consumer Tech,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed,4.125,2016,10,4,2016-10,1-10Cr,2
2016-10-08,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed,4.95,2016,10,4,2016-10,1-10Cr,5
2016-11-08,Travelyaari,Consumer Tech,Online ticket booking platform,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,57.75,2016,11,4,2016-11,50-100Cr,2
2016-11-08,91SpringBoard,Consumer Tech,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0.0,2016,11,4,2016-11,,5
2016-11-08,Genextstudents,Consumer Tech,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed,1.72425,2016,11,4,2016-11,1-10Cr,1
2016-11-08,Zenoti,Tech,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,123.75,2016,11,4,2016-11,100-500Cr,2
2016-12-08,Crofarm,Tech,Agri-Tech supply chain Solution provider,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,12.375,2016,12,4,2016-12,10-50Cr,5
2016-12-08,Faircent.com,Consumer Tech,peer-to-peer lending platform,Gurugram,Brand Capital,Private Equity,12.375,2016,12,4,2016-12,10-50Cr,1
2016-12-08,Innovaccer,Tech,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,128.7,2016,12,4,2016-12,100-500Cr,1
2016-12-08,Cuberoot,Tech,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investors,Seed,4.125,2016,12,4,2016-12,1-10Cr,1
2016-12-08,Funcastic,Consumer Tech,B2C vernacular podcast aggregator platform,Delhi,"HT Media Ltd, North Base Media",Seed,0.0,2016,12,4,2016-12,,2
2016-08-15,Buttercups,eCommerce,Women Intimate Wear eTailer,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed,0.0,2016,8,3,2016-08,,3
2016-08-16,Zappfresh,eCommerce,Raw Meat Products eTailer,Gurugram,Ashvin Chadha,Seed,0.0,2016,8,3,2016-08,,1
2016-08-16,OyoRooms,Consumer Tech,Budget Hotels Aggregator,Delhi,SoftBank Group,Private Equity,511.5,2016,8,3,2016-08,>500Cr,1
2016-08-16,Hike,Consumer Tech,Mobile Messaging App,Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,1443.75,2016,8,3,2016-08,>500Cr,5
2016-08-16,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,4.125,2016,8,3,2016-08,1-10Cr,2
2016-08-16,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,12.375,2016,8,3,2016-08,10-50Cr,1
2016-08-16,Makkajai,Tech,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed,2.0625,2016,8,3,2016-08,1-10Cr,6
2016-08-16,Gradopedia,Consumer Tech,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed,0.0,2016,8,3,2016-08,,1
2016-08-17,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed,3.09375,2016,8,3,2016-08,1-10Cr,2
2016-08-17,ZiPi,Tech,Mobile Chatbot App,Bengaluru,Swan Angel Network,Seed,0.0,2016,8,3,2016-08,,1
2016-08-17,Appknox,Tech,Mobile security solutions,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,5.56875,2016,8,3,2016-08,1-10Cr,3
2016-08-17,Pikkol,Logistics,Packers & Movers,Bengaluru,Indian Angel Network,Seed,0.0,2016,8,3,2016-08,,1
2016-08-18,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed,0.0,2016,8,3,2016-08,,3
2016-08-18,Sesame Software,Tech,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,0.0,2016,8,3,2016-08,,1
2016-08-19,Quikr,Consumer Tech,Classified Listings platform,Mumbai,Brand Capital,Private Equity,165.0,2016,8,3,2016-08,100-500Cr,1
2016-08-19,Digio,Tech,Aadhar based Document Signing platform,Bengaluru,Rainmatter,Private Equity,3.09375,2016,8,3,2016-08,1-10Cr,1
2016-08-19,Ziffity,Tech,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,0.0,2016,8,3,2016-08,,1
2016-08-22,Zzungry,Consumer Tech,Food Delivery platform,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed,0.0,2016,8,3,2016-08,,2
2016-08-22,Puro Wellness,Health,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,305.25,2016,8,3,2016-08,100-500Cr,1
2016-08-22,Fitternity,Consumer Tech,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0.0,2016,8,3,2016-08,,2
2016-08-23,TAC Security,Tech,Cyber-Security Solutions Provider,Delhi,Vijay Kedia,Seed,0.0,2016,8,3,2016-08,,1
2016-08-23,Notesgen,Consumer Tech,Online Notes Sharing Portal,Delhi,"Riju Gupta, Kamal Chabra",Seed,0.825,2016,8,3,2016-08,<1Cr,2
2016-08-23,NearU,Consumer Tech,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed,0.0,2016,8,3,2016-08,,1
2016-08-23,Octo.ai,Tech,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed,1.65,2016,8,3,2016-08,1-10Cr,6
2016-08-24,ShaadiSaga,Consumer Tech,Wedding Website Creator,Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed,0.0,2016,8,3,2016-08,,6
2016-08-24,UnaAcademy,Consumer Tech,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,8.25,2016,8,3,2016-08,1-10Cr,7
2016-08-24,Advenio,Tech,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed,0.825,2016,8,3,2016-08,<1Cr,1
2016-08-24,Guarented,eCommerce,Home Furnishing rental marketplace,Bengaluru,Kalaari Capital,Seed,4.125,2016,8,3,2016-08,1-10Cr,1
2016-08-24,Beyond Evolution,Tech,Mobile Apps & Tech Services provider,Gurugram,"Vineet Taneja, Kamal Puri",Seed,0.0,2016,8,3,2016-08,,2
2016-08-24,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed,4.125,2016,8,3,2016-08,1-10Cr,1
2016-08-24,Convegenius,EdTech,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,7.425,2016,8,3,2016-08,1-10Cr,1
2016-08-24,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,24.75,2016,8,3,2016-08,10-50Cr,1
2016-08-24,enCashea,Consumer Tech,Scrap Collection and Recycling platform,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed,0.0,2016,8,3,2016-08,,3
2016-08-25,EngineerBabu,Tech,Mobile App & Web Development company,Indore,Scale Ventures,Seed,0.0,2016,8,3,2016-08,,1
2016-08-25,Cult,Health,Health and Fitness Centres,Bengaluru,CureFit,Private Equity,24.75,2016,8,3,2016-08,10-50Cr,1
2016-08-25,WitWorks,Tech,Consumer IoT Startup,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed,0.0,2016,8,3,2016-08,,7
2016-08-25,NearFox,Consumer Tech,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed,0.0,2016,8,3,2016-08,,4
2016-08-25,ZoomCar,Consumer Tech,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,198.0,2016,8,3,2016-08,100-500Cr,1
2016-08-26,Plix,Consumer Tech,Photo and Video Sharing App,Gurugram,Instalabs,Seed,4.125,2016,8,3,2016-08,1-10Cr,1
2016-08-26,Mobikwik,Consumer Tech,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,330.0,2016,8,3,2016-08,100-500Cr,1
2016-08-26,MyDidi,Consumer Tech,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed,4.5375,2016,8,3,2016-08,1-10Cr,1
2016-08-26,CrownIt,Consumer Tech,Cashback Mobile app,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed,0.0,2016,8,3,2016-08,,3
2016-08-29,LoanTap,Consumer Tech,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,24.75,2016,8,3,2016-08,10-50Cr,2
2016-08-29,Runnr,Consumer Tech,hyperlocal Logistics services provider,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,57.75,2016,8,3,2016-08,50-100Cr,2
2016-08-29,Zolo,Consumer Tech,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,0.0,2016,8,3,2016-08,,1
2016-08-29,Notion Press,Consumer Tech,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,8.25,2016,8,3,2016-08,1-10Cr,1
2016-08-29,LivSpace,Consumer Tech,Online portal for Home Design,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,123.75,2016,8,3,2016-08,100-500Cr,3
2016-08-30,iAugmentor Labs,Tech,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed,1.22925,2016,8,3,2016-08,1-10Cr,1
2016-08-30,DayBox,Consumer Tech,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed,0.858,2016,8,3,2016-08,<1Cr,4
2016-08-30,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bengaluru,MediaTek Inc.,Private Equity,495.0,2016,8,3,2016-08,100-500Cr,1
2016-08-30,CropIn,Tech,Agriculture Technology Solutions,Bengaluru,Sophia Investment ApS,Private Equity,16.5,2016,8,3,2016-08,10-50Cr,1
2016-08-30,Canvera,Consumer Tech,Photographer Discovery & Information platform,Bengaluru,Info Edge (India) Ltd,Private Equity,24.75,2016,8,3,2016-08,10-50Cr,1
2016-08-30,Prime Focus Technologies,Tech,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,0.0,2016,8,3,2016-08,,1
2016-08-31,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,43.725,2016,8,3,2016-08,10-50Cr,3
2016-08-31,inclov,Consumer Tech,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed,0.0,2016,8,3,2016-08,,2
2016-01-07,RazorPay,Consumer Tech,Online Payment Gateway,Bengaluru,MasterCard,Private Equity,0.0,2016,1,1,2016-01,,1
2016-01-07,DarwinBox,Tech,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed,0.0,2016,1,1,2016-01,,4
2016-01-07,Venture Catalysts,Consumer Tech,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed,4.125,2016,1,1,2016-01,1-10Cr,1
2016-01-07,PressPlay TV,Consumer Tech,Video Content Discovery Platform,Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0.0,2016,1,1,2016-01,,3
2016-02-07,Playment,Consumer Tech,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,5.775,2016,2,1,2016-02,1-10Cr,1
2016-04-07,WealthTrust,Consumer Tech,Wealth Management App,Mumbai,India Quotient,Seed,0.0,2016,4,2,2016-04,,1
2016-04-07,Curefit,Consumer Tech,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,123.75,2016,4,2,2016-04,100-500Cr,3
2016-04-07,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed,1.65,2016,4,2,2016-04,1-10Cr,1
2016-04-07,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,16.5,2016,4,2,2016-04,10-50Cr,1
2016-04-07,Fulfil.IO,Consumer Tech,Cloud Based ERP Software,US,Rajan Anandan,Seed,0.0,2016,4,2,2016-04,,1
2016-04-07,NeoGrowth,Unknown,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,132.0,2016,4,2,2016-04,100-500Cr,4
2016-05-07,SeeDoc,Consumer Tech,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,8.25,2016,5,2,2016-05,1-10Cr,1
2016-05-07,BookMyShow,Consumer Tech,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,676.5,2016,5,2,2016-05,>500Cr,4
2016-05-07,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed,14.025,2016,5,2,2016-05,10-50Cr,7
2016-06-07,HappilyUnmarried,eCommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,6.105,2016,6,2,2016-06,1-10Cr,1
2016-06-07,Don\\\t Scratch Your Head,Tech,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed,2.0625,2016,6,2,2016-06,1-10Cr,2
2016-06-07,Wedding Wishlist,Consumer Tech,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed,2.45025,2016,6,2,2016-06,1-10Cr,3
2016-07-07,AppDaily,Tech,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,16.5,2016,7,3,2016-07,10-50Cr,5
2016-07-07,Adytude,Consumer Tech,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,8.25,2016,7,3,2016-07,1-10Cr,1
2016-07-07,Quickli,Logistics,On-Demand Delivery Startup,Gurugram,"AVG Group, 500 Startups",Private Equity,0.0,2016,7,3,2016-07,,2
2016-07-07,SpectraVR,Tech,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed,0.0,2016,7,3,2016-07,,1
2016-08-07,Pitstop,Consumer Tech,Online Car Repair and Servicing Booking platform,Bengaluru,"Alex Chua, Rahul Garg",Seed,0.0,2016,8,3,2016-08,,2
2016-08-07,HolaChef,Consumer Tech,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,16.0875,2016,8,3,2016-08,10-50Cr,2
2016-11-07,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,49.5,2016,11,4,2016-11,10-50Cr,2
2016-11-07,Trak N Tell,Tech,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,28.875,2016,11,4,2016-11,10-50Cr,1
2016-11-07,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,24.75,2016,11,4,2016-11,10-50Cr,4
2016-12-07,SirionLabs,Tech,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,101.0625,2016,12,4,2016-12,100-500Cr,1
2016-12-07,GyanDhan,Consumer Tech,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed,0.0,2016,12,4,2016-12,,2
2016-12-07,MintM,Consumer Tech,Digital Marketing & AdTech Platform,Bengaluru,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,0.0,2016,12,4,2016-12,,2
2016-12-07,HitGrit,Consumer Tech,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed,0.0,2016,12,4,2016-12,,2
2016-12-07,Find My Stay,Consumer Tech,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed,0.0,2016,12,4,2016-12,,2
2016-07-13,YAAP,Consumer Tech,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,41.25,2016,7,3,2016-07,10-50Cr,1
2016-07-13,Utoo Cabs,Consumer Tech,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed,0.0,2016,7,3,2016-07,,1
2016-07-13,Twigly,Consumer Tech,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed,4.95,2016,7,3,2016-07,1-10Cr,4
2016-07-13,ShareChat,Consumer Tech,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,11.1375,2016,7,3,2016-07,10-50Cr,2
2016-07-13,Urban Tailor,Consumer Tech,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,0.0,2016,7,3,2016-07,,1
2016-07-13,RentMojo,Consumer Tech,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,41.25,2016,7,3,2016-07,10-50Cr,2
2016-07-13,CityFurnish,Consumer Tech,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed,0.0,2016,7,3,2016-07,,1
2016-07-13,HEAL Institute,Health,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed,0.0,2016,7,3,2016-07,,2
2016-07-14,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed,3.7125,2016,7,3,2016-07,1-10Cr,1
2016-07-14,ShoppinPal,Tech,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,8.8275,2016,7,3,2016-07,1-10Cr,2
2016-07-14,TransTutors / AskIITians,Consumer Tech,Online Education & Tutoring portals,Delhi,500 Startups,Private Equity,0.0,2016,7,3,2016-07,,1
2016-07-15,WorkApps,Tech,Enterprise Work Management Software,Pune,SRI Capital,Seed,8.25,2016,7,3,2016-07,1-10Cr,1
2016-07-15,BankerBay,Consumer Tech,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,16.5,2016,7,3,2016-07,10-50Cr,1
2016-07-15,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed,0.0,2016,7,3,2016-07,,5
2016-07-15,TripShelf,eCommerce,Travel Package Marketplace,Delhi,GEMS group,Seed,2.0625,2016,7,3,2016-07,1-10Cr,1
2016-07-15,SatvaCart,eCommerce,Online Grocers,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed,0.0,2016,7,3,2016-07,,3
2016-07-15,Ridlr,Consumer Tech,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,49.5,2016,7,3,2016-07,10-50Cr,4
2016-07-18,Yellowdig,Consumer Tech,Online Learning Platform,Pune,SRI Capital,Seed,5.3625,2016,7,3,2016-07,1-10Cr,1
2016-07-18,Zuppler,Consumer Tech,Online Food Ordering platform,Delhi,SRI Capital,Seed,5.3625,2016,7,3,2016-07,1-10Cr,1
2016-07-18,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,247.5,2016,7,3,2016-07,100-500Cr,4
2016-07-18,underDOGS,Tech,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,0.0,2016,7,3,2016-07,,1
2016-07-18,ImageProVision,Tech,Image Analysis Solutions,Pune,Satish Jamdar,Seed,0.0,2016,7,3,2016-07,,1
2016-07-19,Sagacito,Tech,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,82.5,2016,7,3,2016-07,50-100Cr,1
2016-07-19,Deal4Loans / Wishfin,Consumer Tech,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,123.75,2016,7,3,2016-07,100-500Cr,1
2016-07-19,NiYO Solutions,Tech,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,8.25,2016,7,3,2016-07,1-10Cr,1
2016-07-19,AppLop,Consumer Tech,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed,2.0625,2016,7,3,2016-07,1-10Cr,1
2016-07-20,Tax2Win,Consumer Tech,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,8.25,2016,7,3,2016-07,1-10Cr,1
2016-07-20,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed,4.90875,2016,7,3,2016-07,1-10Cr,6
